id,title,url,url_id,source_file
132,Vịnh Hạ Long – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Ch%C3%B9a_B%E1%BB%95_%C4%90%C3%A0,301,132.html
132,Vịnh Hạ Long – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/B%C3%A0_N%C3%A0,146,132.html
132,Vịnh Hạ Long – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Ru%E1%BB%99ng_b%E1%BA%ADc_thang_M%C3%B9_Cang_Ch%E1%BA%A3i,308,132.html
132,Vịnh Hạ Long – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/V%C6%B0%E1%BB%9Dn_qu%E1%BB%91c_gia_Tr%C3%A0m_Chim,139,132.html
132,Vịnh Hạ Long – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/H%E1%BB%93_Ba_B%E1%BB%83,148,132.html
132,Vịnh Hạ Long – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Th%C3%A1nh_%C4%91%E1%BB%8Ba_M%E1%BB%B9_S%C6%A1n,136,132.html
132,Vịnh Hạ Long – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Ph%C3%BA_Qu%E1%BB%91c,239,132.html
134,Quần thể danh thắng Tràng An – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/V%C6%B0%E1%BB%9Dn_qu%E1%BB%91c_gia_Xu%C3%A2n_Th%E1%BB%A7y,235,134.html
134,Quần thể danh thắng Tràng An – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/H%E1%BB%93_Y%C3%AAn_Th%E1%BA%AFng,167,134.html
134,Quần thể danh thắng Tràng An – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Qu%E1%BA%A7n_th%E1%BB%83_di_t%C3%ADch_C%E1%BB%91_%C4%91%C3%B4_Hu%E1%BA%BF,128,134.html
134,Quần thể danh thắng Tràng An – Wikipedia tiếng Việt,"https://vi.wikipedia.org/wiki/Qu%E1%BA%A7n_th%E1%BB%83_di_t%C3%ADch_v%C3%A0_danh_th%E1%BA%AFng_Y%C3%AAn_T%E1%BB%AD_%E2%80%93_V%C4%A9nh_Nghi%C3%AAm_%E2%80%93_C%C3%B4n_S%C6%A1n,_Ki%E1%BA%BFp_B%E1%BA%A1c",312,134.html
134,Quần thể danh thắng Tràng An – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/V%C6%B0%E1%BB%9Dn_qu%E1%BB%91c_gia_Phong_Nha_%E2%80%93_K%E1%BA%BB_B%C3%A0ng,140,134.html
134,Quần thể danh thắng Tràng An – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Ho%C3%A0ng_th%C3%A0nh_Th%C4%83ng_Long,150,134.html
134,Quần thể danh thắng Tràng An – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Th%C3%A1nh_%C4%91%E1%BB%8Ba_M%E1%BB%B9_S%C6%A1n,136,134.html
